hole_number,depth_from,depth_to,CLV
UJDUZ0211,14.6,15.6,SR
UJDUZ0211,15.6,20.3,JPS
UJDUZ0211,20.3,23.2,JPS
UJDUZ0211,23.2,24.35,SR
UJDUZ0211,24.35,26.1,JPS
UJDUZ0211,26.1,27.45,AMNS
UJDUZ0211,27.45,29.4,MNC
UJDUZ0211,29.4,37.45,AHES
UJDUZ0211,37.45,44.75,JPC
UJDUZ0190,0,16.7,JPF
UJDUZ0190,16.7,24.25,JPS
UJDUZ0190,24.25,51.9,JPC
UJDUZ0188,0,12.65,JPF
UJDUZ0188,12.65,13.7,SR
UJDUZ0188,13.7,36.1,JPS
UJDUZ0188,36.1,42.25,JPC
UJDUZ0136,0,2.2,JPS
UJDUZ0135,0,2.85,LTF
UJDUZ0135,2.85,10.95,ACF
UJDUZ0135,10.95,21.1,JPF
UJDUZ0135,21.1,26.35,JPF
UJDUZ0135,26.35,32.15,AHES
UJDUZ0135,32.15,60.9,AHEC
UJDUZ0134,13.55,23.85,JPS
UJDUZ0134,23.85,24.85,SR
UJDUZ0134,24.85,26.2,JPF
UJDUZ0134,26.2,33.85,JPS
UJDUZ0132,0,7.65,JPS
UJDUZ0132,23.2,24.9,AHEF
UJDUZ0131,0,6.15,HF
UJDUZ0131,6.15,10.55,JPF
UJDUZ0131,10.55,15.75,JPS
UJDUZ0131,15.75,21.1,JPS
UJDUZ0131,21.1,28.25,JPS
UJDUZ0131,28.25,31.95,JPS
UJDUZ0115,0,1.6,HF
UJDUZ0115,1.6,4.3,JPS
UJDUZ0115,4.3,5.7,JPF
UJDUZ0115,5.7,7.25,JPS
UJDUZ0115,7.25,13.1,AHEF
UJDUZ0115,13.1,16.25,JPS
UJDUZ0115,16.25,26.45,JPS
UJDUZ0111,0,1.95,HF
UJDUZ0111,1.95,12.9,JPF
UJDUZ0111,12.9,16.65,JPS
UJDUZ0111,16.65,19.45,AHES
UJDUZ0111,19.45,22.9,JPS
UJDUZ0111,22.9,27.9,JPS
UJDUZ0111,27.9,33.6,JPS
UJDUZ0110,0,3.3,HF
UJDUZ0110,3.3,15.75,JPF
UJDUZ0110,15.75,20.9,JPC
UJDUZ0110,20.9,22.6,JPS
UJDUZ0110,22.6,24.7,AHES
UJDUZ0110,24.7,26,JPS
UJDUZ0110,26,29.15,JPC
UJDUZ0110,29.15,30.15,AHEF
UJDUZ0110,30.15,32.95,JPC
UJDUZ0109,0,5.05,HF
UJDUZ0109,5.05,8.65,JPS
UJDUZ0109,8.65,11.4,JPF
UJDUZ0109,11.4,17.05,JPS
UJDUZ0109,17.05,28.25,JPS
UJDUZ0106,8.1,9.2,JPS
UJDUZ0106,9.2,11.3,JPS
UJDUZ0106,11.3,16.95,JPS
UJDUZ0106,16.95,19.55,JPS
UJDUZ0105,0,3.85,HF
UJDUZ0105,3.85,48.15,JPS
UJDUZ0104,0,10.5,HF
UJDUZ0104,23.45,31.25,JPC
UJDUZ0103,0,3.7,HF
UJDUZ0103,7.75,11.15,JPS
UJDUZ0103,11.15,12.15,SR
UJDUZ0102,0,2.7,HF
UJDUZ0102,11.3,18.8,JPF
UJDUZ0102,18.8,19.9,JPS
UJDUZ0102,19.9,28.15,JPS
UJDUZ0101,0,11,HF
UJDUZ0101,11,45.15,JPS
UJDUZ0100,0,6.2,AHEF
UJDUZ0100,6.2,14.2,HS
UJDUZ0100,14.2,44.5,JPS
UJDUZ0100,44.5,47.65,JPS
UJDUZ0099,0,13.4,AHEF
UJDUZ0099,13.4,26.25,JPS
UJDUZ0099,26.25,34.35,JPS
UJDUZ0099,34.35,35.65,SR
UJDUZ0099,35.65,58.5,JPS
UJDUZ0095,0,9.25,HF
UJDUZ0095,9.25,42,JPS
UJDUZ0094,0,9.4,JPF
UJDUZ0094,9.4,34.1,JPS
UJDUZ0094,34.1,43.9,JPS
UJDUZ0090,0,5.65,JPF
UJDUZ0090,5.65,20.8,JPC
UJDUZ0090,20.8,21.8,SR
UJDUZ0090,21.8,29.3,JPC
UJDUZ0089,0,6,JPF
UJDUZ0089,6,8.4,JPS
UJDUZ0089,8.4,10.45,AHES
UJDUZ0089,10.45,16.5,JPS
UJDUZ0088,0,7.4,JPF
UJDUZ0088,7.4,13.4,JPC
UJDUZ0087,0,5.85,HS
UJDUZ0087,5.85,9.1,ACF
UJDUZ0087,9.1,12.55,AHES
UJDUZ0087,12.55,15,AHES
UJDUZ0087,15,50.7,AHES
UJDUZ0086,0,2.05,HF
UJDUZ0086,2.05,9.95,JPF
UJDUZ0086,9.95,14.6,AHEF
UJDUZ0086,14.6,20.3,JPS
UJDUZ0086,20.3,23.1,AMNS
UJDUZ0086,23.1,24.9,JPS
UJDUZ0086,24.9,38.15,AMNS
UJDUZ0085,0,1.2,HF
UJDUZ0085,1.2,9,JPF
UJDUZ0085,9,11.9,JPS
UJDUZ0085,11.9,13.35,AHES
UJDUZ0085,13.35,15.2,JPS
UJDUZ0085,15.2,30.2,AHES
UJDUZ0085,30.2,40.2,AMNS
UJDUZ0084,0,1.2,HF
UJDUZ0084,1.2,5.6,JPF
UJDUZ0084,5.6,11.5,AHEF
UJDUZ0084,11.5,15.8,AHES
UJDUZ0084,15.8,18.4,AHEF
UJDUZ0084,18.4,20.3,AHES
UJDUZ0084,20.3,22.85,JPC
UJDUZ0084,22.85,31.1,AHEC
UJDUZ0083,0,8.65,HF
UJDUZ0083,8.65,11.45,JPS
UJDUZ0083,11.45,12.8,AHEF
UJDUZ0083,12.8,17.8,JPS
UJDUZ0083,17.8,23,JPC
UJDUZ0083,23,26.35,AHES
UJDUZ0083,26.35,29.65,AHES
UJDUZ0083,29.65,31.3,JPC
UJDUZ0082,0,7.6,HF
UJDUZ0082,7.6,15.6,JPS
UJDUZ0082,15.6,31.45,JPS
UJDUZ0080,0,1.2,HF
UJDUZ0080,1.2,10.85,JPS
UJDUZ0080,10.85,18.35,JPS
UJDUZ0080,18.35,25.45,JPC
UJDUZ0079,0,2.2,HF
UJDUZ0079,2.2,7.05,AHEF
UJDUZ0079,7.05,10.3,JPC
UJDUZ0079,10.3,11.55,JPS
UJDUZ0079,11.55,20.1,JPS
UJDUZ0078,0,5.4,HF
UJDUZ0078,5.4,10.05,JPS
UJDUZ0078,10.05,11.55,AHES
UJDUZ0078,11.55,24.9,JPC
UJDUZ0078,24.9,30.1,JPS
UJDUZ0077,0,5.1,AHES
UJDUZ0077,5.1,10.2,HS
UJDUZ0077,10.2,11.5,ACF
UJDUZ0077,11.5,12.25,JPS
UJDUZ0077,12.25,13.25,SR
UJDUZ0077,13.25,13.45,JPS
UJDUZ0077,13.45,14.45,SR
UJDUZ0077,14.45,16.35,JPF
UJDUZ0077,16.35,17.35,SR
UJDUZ0077,17.35,20.4,JPS
UJDUZ0077,20.4,23.85,ACF
UJDUZ0077,23.85,29.1,JPS
UJDUZ0076,0,6.3,HF
UJDUZ0076,6.3,12.1,AHEF
UJDUZ0076,17.65,30.85,JPS
UJDUZ0075,0,8.85,ACF
UJDUZ0075,8.85,13,HF
UJDUZ0075,13,18.05,JPF
UJDUZ0075,18.05,19.1,AHEF
UJDUZ0075,19.1,36.6,JPS
UJDUZ0074,0,5.3,HF
UJDUZ0074,5.3,6.55,AHEF
UJDUZ0074,6.55,10.55,HF
UJDUZ0074,10.55,23.6,JPS
UJDUZ0073,0,4.7,HS
UJDUZ0073,4.7,9.85,JPC
UJDUZ0073,9.85,23.45,JPS
UJDUZ0073,23.45,30.6,JPC
UJDUZ0072,0,9.8,HF
UJDUZ0072,9.8,12.55,JPS
UJDUZ0072,12.55,13.55,SR
UJDUZ0072,13.55,16.8,JPS
UJDUZ0072,16.8,26.3,JPC
UJDUZ0072,26.3,28.2,AHES
UJDUZ0072,28.2,31,JPC
UJDUZ0071,0,2,HF
UJDUZ0071,2,16.15,JPF
UJDUZ0071,16.15,39.35,JPS
UJDUZ0070,0,3.1,HF
UJDUZ0070,3.1,16.15,JPF
UJDUZ0070,16.15,36.35,JPS
UJDUZ0069,0,1.8,HF
UJDUZ0069,1.8,8.25,JPF
UJDUZ0069,8.25,14.65,AHES
UJDUZ0069,14.65,35.4,JPS
UJDUZ0068,0,8.05,JPF
UJDUZ0068,8.05,13.9,ACF
UJDUZ0068,26.15,27.7,ACF
UJDUZ0068,27.7,43.75,JPC
UJDUZ0067,0,2.05,HF
UJDUZ0067,2.05,9.35,JPS
UJDUZ0067,9.35,12.15,JPC
UJDUZ0067,12.15,30.35,JPS
UJDUZ0067,30.35,31.7,SR
UJDUZ0067,31.7,32.85,JPS
UJDUZ0066,0,4.5,HF
UJDUZ0066,4.5,12.1,JPF
UJDUZ0066,12.1,17.15,AHEF
UJDUZ0066,17.15,30.5,JPF
UJDUZ0066,30.5,37.75,AHEF
UJDUZ0066,37.75,55.6,JPS
UJDUZ0066,55.6,62.95,JPC
UJDUZ0065,0,9.55,HF
UJDUZ0065,9.55,10.9,JPS
UJDUZ0065,10.9,12.45,AHES
UJDUZ0065,12.45,38.8,JPS
UJDUZ0062,0,1.3,HF
UJDUZ0062,1.3,6.7,AHEF
UJDUZ0062,6.7,22.8,ACF
UJDUZ0062,22.8,26.2,JPF
UJDUZ0062,26.2,28.15,JPS
UJDUZ0062,28.15,37,JPC
UJDUZ0061,0,3.85,HF
UJDUZ0061,3.85,6.45,JPF
UJDUZ0061,6.45,7.45,JPC
UJDUZ0061,7.45,18.75,JPS
UJDUZ0061,18.75,20.9,JPS
UJDUZ0061,20.9,22.7,JPC
UJDUZ0061,22.7,28.3,AHEF
UJDUZ0061,28.3,31.7,JPC
UJDUZ0061,31.7,32.7,SR
UJDUZ0061,32.7,33.8,AHEC
UJDUZ0061,33.8,34.5,JPC
UJDUZ0060,0,8.7,AHEF
UJDUZ0060,8.7,11,JPF
UJDUZ0060,11,15.45,JPS
UJDUZ0060,15.45,22.8,JPS
UJDUZ0060,22.8,25,ACF
UJDUZ0058,0,2.2,HF
UJDUZ0058,2.2,9.1,ACF
UJDUZ0058,9.1,10.3,ACF
UJDUZ0058,10.3,16.3,JPS
UJDUZ0058,16.3,19.7,JPS
UJDUZ0057,0,3,JPF
UJDUZ0057,3,14.95,ACF
UJDUZ0056,0,5,HF
UJDUZ0056,5,11.4,ACF
UJDUZ0056,11.4,15.55,JPS
UJDUZ0056,15.55,19.1,JPS
UJDUZ0055,0,3.15,HF
UJDUZ0054,0,5,HS
UJDUZ0054,5,15.8,ACF
UJDUZ0053,0,4.95,ACF
UJDUZ0053,4.95,9.6,JPC
UJDUZ0053,9.6,13.7,JPS
UJDUZ0053,13.7,15.9,AHEC
UJDUZ0052,0,7.65,ACF
UJDUZ0052,7.65,10.05,HF
UJDUZ0052,10.05,13.9,JPS
UJDUZ0052,13.9,15.85,JPF
UJDUZ0052,15.85,18.15,JPS
UJDUZ0052,18.15,19.15,SR
UJDUZ0052,22.5,25.35,JPS
UJDUZ0051,0,2.4,HF
UJDUZ0051,2.4,7.65,JPF
UJDUZ0051,7.65,11.85,ACF
UJDUZ0050,0,3.8,ACF
UJDUZ0050,3.8,5.15,ACF
UJDUZ0050,5.15,8.15,HS
UJDUZ0050,8.15,9.3,ACF
UJDUZ0050,9.3,17.45,JPS
UJDUZ0049,0,7.5,ACF
UJDUZ0048,0,2.6,HS
UJDUZ0048,2.6,6,ACF
UJDUZ0048,6,7.2,HF
UJDUZ0048,7.2,13.95,JPS
UJDUZ0047,0,3.3,HS
UJDUZ0047,3.3,7.25,HF
UJDUZ0047,7.25,9.4,HS
UJDUZ0047,9.4,11.7,ACF
UJDUZ0047,11.7,12.85,JPS
UJDUZ0047,12.85,18.8,JPS
UJDUZ0045,0,2.2,HF
UJDUZ0045,2.2,12.8,ACF
UJDUZ0044,0,1.4,HF
UJDUZ0044,1.4,11.45,ACF
UJDUZ0044,11.45,17.8,JPS
UJDUZ0043,0,1.95,JPF
UJDUZ0043,1.95,5.85,JPS
UJDUZ0043,5.85,7.55,SR
UJDUZ0043,7.55,12.4,JPC
UJDUZ0042,0,2.95,HF
UJDUZ0042,2.95,6.2,ACF
UJDUZ0042,6.2,8.5,JPS
UJDUZ0041,0,2.15,ACF
UJDUZ0041,2.15,6.25,JPF
UJDUZ0041,6.25,12,JPF
UJDUZ0041,12,19.25,JPS
UJDUZ0041,19.25,20.25,SR
UJDUZ0041,20.25,22.95,JPF
UJDUZ0041,22.95,29.95,JPS
UJDUZ0041,29.95,32.15,JPF
UJDUZ0041,32.15,39.05,JPS
UJDUZ0040,0,8.95,ACF
UJDUZ0040,8.95,13.3,HF
UJDUZ0040,13.3,24.1,JPS
UJDUZ0040,24.1,30.85,JPS
UJDUZ0039,0,0.6,AT
UJDUZ0039,0.6,11.65,HS
UJDUZ0039,11.65,11.95,JPC
UJDUZ0039,11.95,12.95,SR
UJDUZ0039,12.95,13.3,JPS
UJDUZ0039,13.3,14.4,SR
UJDUZ0039,14.4,19,ACF
UJDUZ0039,19,23.4,JPS
UJDUZ0038,0.35,10.1,HF
UJDUZ0038,10.1,26.2,JPS
UJDUZ0037,0,6.75,HF
UJDUZ0037,6.75,10.95,JPS
UJDUZ0037,10.95,11.95,SR
UJDUZ0037,11.95,18.8,JPC
UJDUZ0036,0,3.7,HF
UJDUZ0035,0,2.45,HF
UJDUZ0035,2.45,5.3,AHEF
UJDUZ0035,5.3,8.9,JPF
UJDUZ0035,8.9,15,JPS
UJDUZ0034,4.3,6.1,JPS
UJDUZ0032,0,1.3,HF
UJDUZ0032,1.3,6.7,ACF
UJDUZ0032,6.7,9.55,HF
UJDUZ0032,9.55,11.5,HS
UJDUZ0031,0,5.9,HF
UJDUZ0031,5.9,8.2,JPF
UJDUZ0031,8.2,12.45,HF
UJDUZ0031,12.45,21.15,JPC
UJDUZ0030,0,5.15,HF
UJDUZ0030,5.15,14.45,JPC
UJDUZ0029,0,2.3,ACF
UJDUZ0029,2.3,5.9,HS
UJDUZ0028,0,14.9,JPF
UJDUZ0028,14.9,20.75,JPC
UJDUZ0027,0,10.2,JPF
UJDUZ0027,10.2,18.2,JPS
UJDUZ0027,18.2,24.05,JPS
UJDUZ0026,0,6.95,JPF
UJDUZ0026,6.95,11.35,JPS
UJDUZ0026,11.35,13.95,ACF
UJDUZ0026,13.95,15.3,JPS
UJDUZ0025,0,7.95,HF
UJDUZ0025,7.95,17.35,JPS
UJDUZ0024,9.45,10.45,SR
UJDUZ0024,16.25,22.05,JPS
UJDUZ0024,22.05,27.25,JPS
UJDUZ0024,27.25,33.4,JPS
UJDUZ0023,0,6.05,JPF
UJDUZ0023,6.05,12.15,JPS
UJDUZ0022,0,2.45,JPF
UJDUZ0022,2.45,4.55,JPC
UJDUZ0022,4.55,5.65,SR
UJDUZ0022,5.65,9.05,JPC
UJDUZ0021,0,1.7,JPF
UJDUZ0021,1.7,7.8,JPC
UJDUZ0020,0,3.6,JPF
UJDUZ0020,3.6,9.1,JPS
UJDUZ0019,0,7.45,JPF
UJDUZ0018,0,9.85,HF
UJDUZ0018,9.85,13.75,JPC
UJDUZ0017,0,2.3,JPF
UJDUZ0016,0,2.15,ACF
UJDUZ0016,2.15,8,HF
UJDUZ0014,0,3.1,HF
UJDUZ0014,3.1,9.75,JPS
UJDUZ0013,0,3.65,JPF
UJDUZ0013,3.65,4.65,ACF
UJDUZ0013,6.8,8.35,JPF
UJDUZ0013,8.35,15.8,JPC
UJDUZ0012,0,20.3,ACF
UJDUZ0012,20.3,22.95,JPF
UJDUZ0012,22.95,26.75,ACF
UJDUZ0012,26.75,33.05,SR
UJDUZ0011,3.2,6.55,HF
UJDUZ0011,6.55,7.7,ACF
UJDUZ0011,7.7,15,JPS
UJDUZ0010,0,10.85,HF
UJDUZ0009,0,1.1,HF
UJDUZ0009,1.1,7.35,ACF
UJDUZ0009,7.35,8.8,HF
UJDUZ0009,8.8,12.2,ACF
UJDUZ0009,12.2,14.7,HF
UJDUZ0009,14.7,18.15,AHEF
UJDUZ0009,18.15,20.8,JPS
UJDUZ0009,20.8,23.45,JPF
UJDUZ0009,23.45,31.75,JPS
UJDUZ0008,0,7.5,HF
UJDUZ0008,7.5,22.5,JPS
UJDUZ0008,22.5,23.8,ACS
UJDUZ0008,23.8,24.8,JPS
UJDUZ0007,0,6.85,JPF
UJDUZ0007,6.85,12.65,JPC
UJDUZ0006,0,4.5,ACF
UJDUZ0006,4.5,13.05,JPF
UJDUZ0006,13.05,14.05,ACF
UJDUZ0006,14.05,16.8,JPS
UJDUZ0006,16.8,19.2,SR
UJDUZ0006,19.2,21.1,JPS
UJDUZ0006,21.1,34.45,JPS
UJDUZ0005,0,3,HF
UJDUZ0005,3,5.85,JPF
UJDUZ0004,0,3.85,HF
UJDUZ0004,3.85,7.65,JPF
UJDUZ0004,7.65,11,JPS
UJDUZ0004,11,19.95,JPF
UJDUZ0004,19.95,20.95,SR
UJDUZ0004,20.95,27.8,JPF
UJDUZ0004,27.8,31.35,JPS
UJDUZ0003,0,6.25,HF
UJDUZ0003,6.25,10.7,ACF
UJDUZ0003,10.7,20.7,JPS
UJDUZ0002,0,3.55,HF
UJDUZ0002,3.55,8.25,ACF
UJDUZ0002,8.25,15.45,HF
UJDUZ0002,21.5,25,JPS
UJDUZ0001,0,4,HS
UJDUZ0001,4,7.45,ACF
UJDUZ0001,7.45,18.35,HF
UJDUZ0001,18.35,23,JPC
UJDURU054,0,2.45,PE
UJDURU054,2.45,3.9,ACF
UJDURU054,3.9,7,JPC
UJDURU050,0,4.05,CO
UJDURU050,4.05,11.4,ACF
UJDURU050,11.4,12.75,HF
UJDURU050,12.75,16.75,ACF
UJDURU050,21.35,23.9,AHEF
UJDURU050,23.9,26.8,AHES
UJDURU050,26.8,29.8,JPS
UJDURU049,7.45,8.55,HF
UJDURU048,0,1.95,JPS
UJDURU048,1.95,4.5,ACF
UJDURU048,4.5,8.75,JPF
UJDURU048,8.75,10.05,SR
UJDURU048,10.05,11.45,JPF
UJDURU048,11.45,14.7,JPC
UJDURU039,0,7.5,ACF
UJDURU039,7.5,9.75,DHEC
UJDURU039,9.75,10.85,JPC
UJDURU039,10.85,12.4,AHES
UJDURU039,12.4,17.1,JPC
UJDURU037,0,3.8,HF
UJDURU037,3.8,6.35,ACF
UJDURU037,6.35,15.4,HF
UJDURU037,15.4,18,JPS
UJDURU037,18,24.45,AHEF
UJDURU033,7.95,13.4,JPS
UJDURU017,0,2.4,JPF
UJDURU017,2.4,6.05,JPS
UJDURU016,5,6.3,JPF
UJDURU016,6.3,10.55,JPC
UJDURU008,0,3.55,HF
UJDURU008,3.55,5.25,JPS
UJDURU008,5.25,7.4,AHES
UJDURU008,7.4,10.4,JPS
UJDUJZ0405,0,8.25,FLF
UJDUJZ0405,8.25,25.8,IGOF
UJDUJZ0405,25.8,31.2,FLF
UJDUJZ0404,0,7,CG
UJDUJZ0404,7,11.35,CG
UJDUJZ0404,11.35,12.95,SR
UJDUJZ0404,12.95,15.5,CG
UJDUJZ0404,15.5,17,SR
UJDUJZ0404,17,30,IGOF
UJDUJZ0403,0,0.6,AT
UJDUJZ0403,0.6,6.2,CG
UJDUJZ0403,6.2,12.7,LTF
UJDUJZ0403,12.7,30.9,IGOF
UJDUJZ0402,0,30.2,CG
UJDUJZ0401,0,1.2,AT
UJDUJZ0401,1.2,9.95,INF
UJDUJZ0401,9.95,22.95,CG
UJDUJZ0401,22.95,50.05,IGOF
UJDUJZ0400,0,3.6,AT
UJDUJZ0400,3.6,7.4,CG
UJDUJZ0400,7.4,11.1,CG
UJDUJZ0400,11.1,17.55,INF
UJDUJZ0400,17.55,23.85,CG
UJDUJZ0400,23.85,32.9,IGOS
UJDUJZ0400,32.9,50,IGOF
UJDUJZ0399,0,16.5,CG
UJDUJZ0399,16.5,65.7,IGOF
UJDUJZ0399,65.7,100.4,IF
UJDUJZ0396,0,11.6,HF
UJDUJZ0396,11.6,39.5,IF
UJDUJZ0396,39.5,42.25,IC
UJDUJZ0396,42.25,77.15,IF
UJDUJZ0396,77.15,93.15,FSF
UJDUJZ0396,93.15,100.65,IF
UJDUJZ0396,100.65,103.45,FSF
UJDUJZ0394,0,0.95,AT
UJDUJZ0394,0.95,11.45,FSF
UJDUJZ0394,11.45,31.5,QZF
UJDUJZ0394,31.5,36.3,FSF
UJDUJZ0394,36.3,68.45,CXS
UJDUJZ0394,68.45,100.2,XTC
UJDUJZ0393,0,23.65,IF
UJDUJZ0393,23.65,40.1,IC
UJDUJZ0393,40.1,47.05,IF
UJDUJZ0393,47.05,64.15,IC
UJDUJZ0392,0,61.45,FSF
UJDUJZ0392,61.45,97.35,QZF
UJDUJZ0392,97.35,120,HF
UJDUJZ0389,0,0.7,AT
UJDUJZ0389,0.7,7.25,CG
UJDUJZ0389,7.25,13.45,IGOF
UJDUJZ0389,13.45,24.05,IANF
UJDUJZ0389,24.05,32.85,IF
UJDUJZ0389,32.85,43.4,ICTF
UJDUJZ0389,43.4,66.6,IF
UJDUJZ0389,66.6,100.35,IF
UJDUJZ0385,0,15.5,CG
UJDUJZ0385,15.5,26.3,CG
UJDUJZ0385,26.3,27.8,SR
UJDUJZ0385,27.8,44.35,IGOS
UJDUJZ0385,44.35,79.25,IF
UJDUJZ0385,79.25,99.5,IF
UJDUJZ0384,0,24.25,IF
UJDUJZ0384,24.25,31.75,IC
UJDUJZ0384,31.75,33.25,SR
UJDUJZ0384,33.25,65.9,IF
UJDUJZ0384,65.9,79.1,IC
UJDUJZ0384,79.1,83.9,IF
UJDUJZ0384,83.9,86.35,IC
UJDUJZ0384,86.35,110.1,IF
UJDUJZ0383,0,2.5,AT
UJDUJZ0383,65.25,89.05,IC
UJDUJZ0383,89.05,105.6,IS
UJDUJZ0383,105.6,111,IF
UJDUJZ0382,0,100.55,IF
UJDUJZ0382,100.55,110.1,IC
UJDUJZ0381,0,6.45,HGOF
UJDUJZ0381,6.45,47.15,IF
UJDUJZ0381,47.15,82.15,IC
UJDUJZ0381,82.15,86.45,IF
UJDUJZ0381,86.45,97.25,IC
UJDUJZ0379,0,18.3,FLF
UJDUJZ0379,18.3,79,IF
UJDUJZ0379,79,90,IC
UJDUJZ0378,0,5.85,IF
UJDUJZ0378,5.85,18.8,IS
UJDUJZ0378,18.8,33.2,IS
UJDUJZ0378,33.2,42.5,IF
UJDUJZ0378,42.5,53.95,IS
UJDUJZ0378,53.95,66.1,IF
UJDUJZ0378,66.1,86.3,HF
UJDUJZ0378,86.3,95.9,HS
UJDUJZ0378,95.9,104.45,IF
UJDUJZ0378,104.45,110.25,HF
UJDUJZ0377,0,16.85,IF
UJDUJZ0377,16.85,19.8,IC
UJDUJZ0377,19.8,103.75,IF
UJDUJZ0376,0,90.05,IF
UJDUJZ0375,0,2.25,AT
UJDUJZ0375,2.25,17,IF
UJDUJZ0375,17,37.6,IF
UJDUJZ0373,0,110.05,IF
UJDUJZ0364,0,28.9,DT
UJDUJZ0364,28.9,45.7,IC
UJDUJZ0364,45.7,50.5,IF
UJDUJZ0364,50.5,55.2,IC
UJDUJZ0364,55.2,66.8,IF
UJDUJZ0364,66.8,82.45,IC
UJDUJZ0364,82.45,95.1,IF
UJDUJZ0364,95.1,104.85,IC
UJDUJZ0364,104.85,131.9,IF
UJDUJZ0364,131.9,148.75,IC
UJDUJZ0364,148.75,176.25,IF
UJDUJZ0364,176.25,186.75,IC
UJDUJZ0364,186.75,194.2,IF
UJDUJZ0364,194.2,217,IC
UJDUJZ0251,0,38.4,IF
UJDUJZ0251,38.4,44.15,IS
UJDUJZ0251,44.15,63.95,IS
UJDUJZ0251,63.95,69.75,IS
UJDUJZ0251,69.75,96.4,IS
UJDUJZ0251,96.4,158.9,IC
UJDUJZ0251,158.9,165.4,IF
UJDUJZ0250,0,0.95,AT
UJDUJZ0250,0.95,5.4,IF
UJDUJZ0250,5.4,10.85,IC
UJDUJZ0250,10.85,21.65,IF
UJDUJZ0250,21.65,33.9,IC
UJDUJZ0248,0,12.2,IF
UJDUJZ0248,12.2,15.2,SR
UJDUJZ0248,15.2,36.1,IF
UJDUJZ0248,36.1,50.65,IS
UJDUJZ0248,50.65,52.25,SR
UJDUJZ0248,52.25,65.45,IS
UJDUJZ0248,65.45,78.7,IF
UJDUJZ0248,78.7,144.5,IC
UJDUJZ0248,144.5,152,IF
UJDUJZ0248,152,158.2,IS
UJDUJZ0248,158.2,177.25,IC
UJDUJZ0248,177.25,185.75,IF
UJDUJZ0248,185.75,196.1,IC
UJDUJZ0248,196.1,203.35,IF
UJDUJZ0248,203.35,228.05,IC
UJDUJZ0248,228.05,251.95,IF
UJDUJZ0248,251.95,255.9,ICTF
UJDUJZ0248,255.9,264.75,FSF
UJDUJZ0248,264.75,291.85,FLS
UJDUJZ0246,0,12,HF
UJDUJZ0246,12,17.25,IC
UJDUJZ0246,17.25,22.5,IF
UJDUJZ0246,22.5,27.05,IC
UJDUJZ0246,27.05,33.9,IF
UJDUJZ0246,33.9,47.6,IC
UJDUJZ0244,0,1.5,AT
UJDUJZ0244,1.5,7.45,IOCF
UJDUJZ0244,7.45,47.85,HGOF
UJDUJZ0244,47.85,65.6,ICTF
UJDUJZ0243,0,8.6,LTF
UJDUJZ0243,8.6,14.15,IGOF
UJDUJZ0243,14.15,27.4,HGOF
UJDUJZ0243,27.4,67.8,IGOF
UJDUJZ0243,67.8,95.5,IF
UJDUJZ0243,95.5,107.2,QZF
UJDUJZ0243,107.2,120,FSS
UJDUJZ0232,0,35,IF
UJDUJZ0232,35,58.25,FSF
UJDUJZ0232,58.25,61.7,ICTF
UJDUJZ0232,61.7,84.1,FLF
UJDUJZ0232,84.1,100.8,IF
UJDUJZ0232,100.8,115.25,ICTF
UJDUJZ0232,115.25,133.65,FSF
UJDUJZ0229,0,66.75,IF
UJDUJZ0229,66.75,165.05,IS
UJDUJZ0229,165.05,175.45,HC
UJDUJZ0229,175.45,183.4,IF
UJDUJZ0229,183.4,199.2,IS
UJDUJZ0227,0,38.05,IF
UJDUJZ0227,38.05,45.55,IC
UJDUJZ0227,45.55,65.1,IF
UJDUJZ0227,65.1,80,IF
UJDUJZ0227,80,110.75,IF
UJDUJZ0227,110.75,119.85,IC
UJDUJZ0226,0,31.15,IF
UJDUJZ0226,31.15,54.65,IC
UJDUJZ0226,54.65,74.4,IF
UJDUJZ0226,74.4,102.8,IC
UJDUJZ0226,102.8,134.75,IF
UJDUJZ0226,134.75,175.9,IC
UJDUJZ0226,175.9,188.25,IF
UJDUJZ0226,188.25,206,IC
UJDUJZ0226,206,221.7,IF
UJDUJZ0226,221.7,251.7,IC
UJDUJZ0221,0,3.5,HC
UJDUJZ0221,3.5,11.65,HF
UJDUJZ0221,11.65,13.65,SR
UJDUJZ0221,13.65,22,HGOF
UJDUJZ0221,22,33.6,HC
UJDUJZ0221,33.6,65.4,HF
UJDUJZ0221,65.4,68.9,IC
UJDUJZ0221,68.9,78.45,HS
UJDUJZ0221,78.45,87.55,IS
UJDUJZ0221,87.55,100,HS
UJDUJZ0218,0,26.25,HF
UJDUJZ0218,26.25,35.35,FLF
UJDUJZ0218,35.35,38.15,IMNF
UJDUJZ0218,38.15,65.8,FLF
UJDUJZ0218,65.8,76.85,IGOF
UJDUJZ0218,76.85,91.1,FLF
UJDUJZ0215,0,0.9,AT
UJDUJZ0215,0.9,4.95,CG
UJDUJZ0215,4.95,29.9,XTF
UJDUJZ0215,29.9,40.25,XTF
UJDUJZ0215,40.25,61.75,QZF
UJDUJZ0215,61.75,68.05,HF
UJDUJZ0215,68.05,78.35,IF
UJDUJZ0215,78.35,88.55,HF
UJDUJZ0215,88.55,98.2,IC
UJDUJZ0215,98.2,119.75,IF
UJDUJZ0215,119.75,127.55,IS
UJDUJZ0215,127.55,157,IF
UJDUJZ0215,157,162.9,IC
UJDUJZ0215,162.9,209.6,IF
