hole_number,depth_from,depth_to,CLV
CPX-GT-D00020,7.15,8.65,SR
CPX-GT-D00020,8.65,17.85,IF
CPX-GT-D00020,17.85,25.5,ICTF
CPX-GT-D00020,25.5,50.05,ICTF
CPX-GT-D00020,50.05,107.95,IOCF
CPX-GT-D00019,0,27.2,LT
CPX-GT-D00019,27.2,35.85,CG
CPX-GT-D00019,35.85,50.15,ICTF
CPX-GT-D00019,50.15,70.35,ICTF
CPX-GT-D00019,70.35,82.05,INF
CPX-GT-D00019,82.05,90.7,IF
CPX-GT-D00019,90.7,142.7,IF
CPX-GT-D00019,142.7,171.25,IF
CPX-GT-D00019,171.25,234.5,IF
CPX-GT-D00019,234.5,236.1,SR
CPX-GT-D00019,236.1,271.6,IF
CPX-GT-D00019,271.6,306.4,IOCF
CPX-GT-D00019,306.4,307.9,SR
CPX-GT-D00019,307.9,314.9,IOCF
CPX-GT-D00019,314.9,352.95,IOCS
CPX-GT-D00019,352.95,355.95,SR
CPX-GT-D00019,355.95,358,OCS
CPX-GT-D00019,358,363,SR
CPX-GT-D00019,363,365.15,OCS
CPX-GT-D00017,0,57.95,LT
CPX-GT-D00017,57.95,75.95,IF
CPX-GT-D00017,75.95,123.4,IOCF
CPX-GT-D00017,123.4,138.4,IGOF
CPX-GT-D00017,138.4,173.8,IOCF
CPX-GT-D00016,0,63.65,LT
CPX-GT-D00016,63.65,74.3,IOCF
CPX-GT-D00016,74.3,101.15,IARF
CPX-GT-D00016,101.15,107.45,IF
CPX-GT-D00016,107.45,117,IOCF
CPX-GT-D00016,117,147.6,CHF
CPX-GT-D00016,147.6,265.3,OCF
CPX-GT-D00015,0,68.55,LT
CPX-GT-D00015,68.55,116.85,ICTF
CPX-GT-D00015,116.85,169.5,IF
CPX-GT-D00015,169.5,324.15,IOCF
CPX-GT-D00007,0,5.1,IF
CPX-GT-D00007,5.1,250.7,IOCF
CPX-GT-D00006,0,16.1,AT
CPX-GT-D00006,16.1,52.75,LT
CPX-GT-D00006,52.75,60,RA
CPX-GT-D00004,0,13.2,HF
CPX-GT-D00004,13.2,18.6,HCTF
CPX-GT-D00004,18.6,23.65,HF
CPX-GT-D00004,23.65,30.45,IF
CPX-GT-D00004,30.45,37.3,FLF
CPX-GT-D00004,37.3,39.85,IF
CPX-GT-D00004,39.85,80,IOCF
CPX-GT-D00003,0,4.3,AT
CPX-GT-D00003,4.3,14.15,IF
CPX-GT-D00003,14.15,80.4,IF
CPX-GT-D00002,0,179.45,IOCF
CPX-GT-D00002,179.45,185.3,IGOF
CPX-GT-D00002,185.3,214.45,IGOF
CPX-GT-D00002,214.45,216.3,SR
CPX-GT-D00002,216.3,293.05,IOCF
CPX-GT-D00002,293.05,309.7,IGOS
CPX-GT-D00002,309.7,319.95,IGOS
CPX-GT-D00002,319.95,324.8,IOCF
CPX-GT-D00002,324.8,330.9,IGOS
CPX-GT-D00002,330.9,337.25,IGOS
CPX-GT-D00002,337.25,352.35,IGOC
CPX-GT-D00001,0,8.25,AT
CPX-GT-D00001,8.25,26.3,ICTF
CPX-GT-D00001,26.3,52.95,IF
CPX-GT-D00001,52.95,131,IS
CPX-GT-D00001,131,139.65,IF
CPX-GT-D00001,139.65,148.75,IS
CPX-GT-D00001,148.75,154.95,IC
CP6RIQ0067,0,8.8,LTF
CP6RIQ0067,8.8,14.65,HALF
CP6RIQ0067,14.65,24.3,IGOF
CP6RIQ0067,24.3,39.95,HGOF
CP6RIQ0067,39.95,50.35,IF
CP6RIQ0066,0,4.55,CG
CP6RIQ0066,4.55,16.7,HGOF
CP6RIQ0066,16.7,39.2,HF
CP6RIQ0066,39.2,70.15,IF
CP6RIQ0066,70.15,74.65,IS
CP6RIQ0066,74.65,76.25,SR
CP6RIQ0066,76.25,76.55,IF
CP6RIQ0066,76.55,81.75,SR
CP6RIQ0055,0,15.65,LTF
CP6RIQ0055,15.65,33.75,HGOF
CP6RIQ0055,33.75,42.55,IGOF
CP6RIQ0055,42.55,59,HF
CP6RIQ0055,59,67.9,HGOF
CP6RIQ0055,67.9,90.5,IOCF
CP6RIQ0043,0,2.85,CG
CP6RIQ0043,2.85,68.35,IOCF
CP6RIQ0034,0,11.35,CG
CP6RIQ0034,18.1,21.9,INF
CP6RIQ0034,21.9,36.8,HF
CP6RIQ0034,36.8,44.5,HCTF
CP6RIQ0034,44.5,52.45,HF
CP6RIQ0034,52.45,70,IF
CP6RIQ0010,0,20.5,LTF
CP6RIQ0010,20.5,36.55,IGOF
CP6RIQ0010,36.55,60.4,HGOF
CP6RIQ0010,60.4,70.2,IGOF
CP6RIQ0010,70.2,75.3,HGOF
CP6RIQ0002,0,17.75,LTF
CP6RIQ0002,17.75,29.1,HGOF
CP6RIQ0002,29.1,34.1,HF
CP6RIQ0002,34.1,39.65,HGOF
CP6RIQ0002,39.65,53.2,INF
CP6RIQ0002,53.2,71.55,HGOF
CP6RIQ0002,71.55,78.05,IOCF
CP6RIQ0002,78.05,90.5,HF
CP6RIQ0002,90.5,101.2,IGOF
CHC-GT-D00050,0,6.6,RA
CHC-GT-D00050,6.6,13.45,RA
CHC-GT-D00050,13.45,22.35,RA
CHC-GT-D00050,22.35,26.65,FLF
CHC-GT-D00049,0,15.15,RA
CHC-GT-D00049,15.15,19,LT
CHC-GT-D00049,24,40,FLF
CHC-GT-D00048,8.9,16.4,RO
CHC-GT-D00048,16.4,31.55,RO
CHC-GT-D00048,31.55,40.6,FLF
CHC-GT-D00048,40.6,51.8,QZF
CHC-GT-D00046,0,7.1,RA
CHC-GT-D00046,7.1,18.45,RA
CHC-GT-D00046,18.45,22.8,RA
CHC-GT-D00046,22.8,30,FLF
CHC-GT-D00045,0,1.8,RO
CHC-GT-D00045,1.8,12.9,RA
CHC-GT-D00045,12.9,23.5,RA
CHC-GT-D00045,23.5,30,FLF
CHC-GT-D00043,0,16.35,RA
CHC-GT-D00043,16.35,27.95,RA
CHC-GT-D00043,27.95,32.3,RO
CHC-GT-D00043,32.3,41.6,RA
CHC-GT-D00043,41.6,52.05,FLF
CC3I-GT-J00004,0,2.7,AT
CC3I-GT-J00004,2.7,27.55,CXF
CC3I-GT-J00004,92.9,119.3,GNC
CC3I-GT-J00004,119.3,130.05,INC
CC3I-GT-J00004,130.05,132.7,CXC
CC3I-GT-J00004,132.7,146.5,GNC
CC3I-GT-J00003,0,0.3,AT
CC3I-GT-J00003,21.6,33.4,GNC
CC3I-GT-J00003,33.4,54.85,FLC
CC3I-GT-J00003,54.85,104.8,XTC
CC3I-GT-J00002,0,2.35,AT
CC3I-GT-J00002,2.35,11.75,CXF
CC3I-GT-J00002,11.75,18.7,SXF
CC3I-GT-J00002,34.65,42.1,CXS
CC3I-GT-J00002,74,78.75,CXC
CC3I-GT-J00002,78.75,80.8,CXS
CC3I-GT-J00002,120.25,122.4,AXC
CC3I-GT-J00002,122.4,130.7,SXC
CC3I-GT-J00001,0,1.6,AT
CC3I-GT-J00001,1.6,11.05,FGF
CC3I-GT-J00001,11.05,18.45,QZF
CC3I-GT-J00001,18.45,21.55,FGF
CC3I-GT-J00001,21.55,37.4,QZF
CC3I-GT-J00001,50.05,57.95,XTF
CC3I-GT-J00001,57.95,62.3,FGF
CC3I-GT-J00001,62.3,68.55,QZF
CC3I-GT-J00001,68.55,85.75,CXF
CC3I-GT-J00001,85.75,94,GNC
CC3I-GT-J00001,94,97.4,XGC
CC3I-GT-J00001,97.4,102.8,GNC
CC3I-GT-J00001,102.8,107.3,SXC
CC3I-GT-J00001,107.3,122.75,XGC
CC3I-GT-J00001,122.75,139.35,FGC
CC3I-GT-J00001,139.35,141.15,QZC
CC3I-GT-G00090,0,1.5,AT
CC3I-GT-G00090,1.5,4.45,XTF
CC3I-GT-G00090,4.45,7.75,VQ
CC3I-GT-G00090,7.75,14.45,XTF
CC3I-GT-G00090,14.45,16.35,QZC
CC3I-GT-G00090,16.35,45,XTF
CC3I-GT-G00090,45,47.35,XTS
CC3I-GT-G00090,47.35,59.55,XTF
CC3I-GT-G00090,59.55,63,XTC
CC3I-GT-G00090,63,65.65,VQ
CC3I-GT-G00090,65.65,68.9,XTF
CC3I-GT-G00090,68.9,72.55,XTS
CC3I-GT-G00054,0,17.8,HC
CC3I-GT-G00054,17.8,19.3,HC
CC3I-GT-G00054,19.3,32.95,HC
CC3I-GT-G00054,32.95,34.95,ICTC
CC3I-GT-G00054,34.95,64.7,XTS
CC3I-GT-G00054,64.7,86.2,ICTC
CC3I-GT-G00053,0,10.9,XTS
CC3I-GT-G00053,10.9,13.1,HC
CC3I-GT-G00053,13.1,22.8,HC
CC3I-GT-G00053,22.8,29.85,HC
CC3I-GT-G00053,29.85,48.2,HC
CC3I-GT-G00053,48.2,68.95,HC
CC3I-GT-G00052,0,6.15,IC
CC3I-GT-G00052,6.15,12.45,HC
CC3I-GT-G00052,12.45,26.4,IC
CC3I-GT-G00052,26.4,32.85,IC
CC3I-GT-G00052,32.85,34.35,IC
CC3I-GT-G00052,34.35,57,IC
CC3I-GT-G00052,57,73.4,IC
CC3I-GT-G00045,0,3,IC
CC3I-GT-G00045,39.85,43.45,ICTC
CC3I-GT-G00045,43.45,50.8,IC
CC3I-GT-G00045,50.8,63.4,XTS
CC3I-GT-G00045,88.05,98.5,IC
CC3I-GT-G00045,98.5,105,IC
CC3I-GT-G00040,0,0.45,IF
CC3I-GT-G00040,0.45,34.4,HC
CC3I-GT-G00040,34.4,43.8,HC
CC3I-GT-G00040,43.8,63.8,HC
CC3I-GT-G00040,63.8,106.25,HC
CC3I-GT-G00040,106.25,146.45,HC
CC3I-GT-G00040,146.45,151.6,HC
CC3I-GT-G00038,0,0.35,IC
CC3I-GT-G00038,7,18.6,IC
CC3I-GT-G00038,18.6,41.5,IC
CC3I-GT-G00038,41.5,62.9,HC
CC3I-GT-G00038,62.9,88.75,HC
CC3I-GT-G00038,88.75,106.15,HCTC
CC3I-GT-G00038,158,166.7,IC
CC3I-GT-G00038,166.7,199,IC
CC3I-GT-G00038,199,238.95,IC
CC3I-GT-G00038,238.95,250,HC
CC3I-GT-G00035,0,22,TXF
CC3I-GT-G00035,22,49,ICTF
CC3I-GT-G00035,49,86.5,XTS
CC3I-GT-G00035,86.5,150,ICTF
CC3I-GT-G00032,0,40.55,ICTS
CC3I-GT-G00032,40.55,50.5,ICTS
CC3I-GT-G00032,50.5,76,HC
CC3I-GT-G00032,76,106.15,HC
CC3I-GT-G00032,106.15,212,HC
CC3I-GT-G00032,212,232.7,IC
CC3I-GT-G00032,265.5,275.25,IC
CC3I-GT-G00032,275.25,284.9,IF
CC3I-GT-G00032,284.9,305,IC
CC3I-GT-G00031,5.5,22.55,IC
CC3I-GT-G00031,22.55,36.1,IF
CC3I-GT-G00031,36.1,51.5,HC
CC3I-GT-G00030,0,2.95,IF
CC3I-GT-G00030,2.95,13,IC
CC3I-GT-G00030,13,19,IF
CC3I-GT-G00030,19,33.7,IC
CC3I-GT-G00030,33.7,40,IF
CC3I-GT-G00030,40,51.3,IC
CC3I-GT-G00030,51.3,53.85,IF
CC3I-GT-G00030,53.85,64.5,XTS
CC3I-GT-G00030,64.5,83,XTS
CC3I-GT-G00030,83,93.5,XTS
CC3I-GT-G00030,93.5,100,IF
CC3I-GT-G00029,0,94.8,HC
CC3I-GT-G00029,94.8,101.9,HC
CC3I-GT-G00029,220.5,226.45,XTS
CC3I-GT-G00029,226.45,230.5,IC
CC3I-GT-G00029,230.5,237,XTS
CC3I-GT-G00029,255.2,258,HC
CC3I-GT-G00029,258,281,IF
CC3I-GT-G00029,281,282.5,IC
CC3I-GT-G00029,282.5,285.85,IC
CC3I-GT-G00029,285.85,288.75,IC
CC3I-GT-G00029,288.75,292.5,IC
CC3I-GT-G00029,292.5,295.2,IF
CC3I-GT-G00029,295.2,297.2,IF
CC3I-GT-G00027,0,1.55,HC
CC3I-GT-G00027,1.55,15.1,IF
CC3I-GT-G00027,15.1,37.6,HC
CC3I-GT-G00027,37.6,62.4,HC
CC3I-GT-G00027,62.4,83.6,IF
CC3I-GT-G00027,83.6,109.7,HC
CC3I-GT-G00027,109.7,127.1,IC
CC3I-GT-G00027,127.1,150,IS
CC3I-GT-G00026,0,0.6,XTS
CC3I-GT-G00026,0.6,6.25,XTS
CC3I-GT-G00026,6.25,13.6,IN
CC3I-GT-G00026,13.6,15.65,AT
CC3I-GT-G00026,15.65,18.3,FLF
CC3I-GT-G00026,18.3,48.15,HC
CC3I-GT-G00026,48.15,62.35,HC
CC3I-GT-G00026,62.35,100,HC
CC3I-GT-G00025,35,36.5,IF
CC3I-GT-G00025,36.5,93.5,XTS
CC3I-GT-G00024,0,85,IS
CC3I-GT-G00022,0,25,IS
CC3I-GT-G00022,25,32.3,IC
CC3I-GT-G00022,33.9,55.45,IC
CC3I-GT-G00022,55.45,70,IC
CC3I-GT-G00021,0,4.25,HC
CC3I-GT-G00021,4.25,34.75,IC
CC3I-GT-G00021,122.15,128,IC
CC3I-GT-G00019,0,17.85,IS
CC3I-GT-G00019,41.25,55.25,IC
CC3I-GT-G00019,55.25,60,IC
CC3I-GT-G00018,0,7,IS
CC3I-GT-G00018,55.4,64,IC
CC3I-GT-G00018,75.1,100,IS
CC3I-GT-G00017,170.5,204,IF
CC3I-GT-G00017,204,205,IS
CC3I-GT-G00016,0,10,XTS
CC3I-GT-G00016,10,24.75,XTS
CC3I-GT-G00016,24.75,28.3,IC
CC3I-GT-G00016,28.3,42.75,HC
CC3I-GT-G00016,42.75,44.4,XTS
CC3I-GT-G00015,0,65.6,IS
CC3I-GT-G00015,65.6,67.25,IS
CC3I-GT-G00015,67.25,93.45,IC
CC3I-GT-G00015,93.45,102,IS
CC3I-GT-G00015,102,111.5,IS
CC3I-GT-G00015,111.5,170.5,IS
CC3I-GT-G00014,0,9.5,IC
CC3I-GT-G00014,9.5,42.9,IC
CC3I-GT-G00014,42.9,46,IF
CC3I-GT-G00014,46,50,IS
CC3I-GT-G00013,0,100,IC
CC3I-GT-G00012,0,4,IS
CC3I-GT-G00012,4,93,IS
CC3I-GT-G00012,93,400,IS
CC3I-GT-G00009,0,2.5,XTS
CC3I-GT-G00009,106.5,108,IF
CC3I-GT-G00008,0,1.25,IC
CC3I-GT-G00007,0,2.9,XTS
CC3I-GT-G00007,76.4,85.4,IF
CC3I-GT-G00007,85.4,93.45,IF
CC3I-GT-G00007,93.45,98.45,IS
CC3I-GT-G00007,98.45,104.5,XTS
CC3I-GT-G00007,128.4,133.65,XTS
CC3I-GT-G00007,133.65,139.85,IF
CC3I-GT-G00007,139.85,150,IF
CC3I-GT-G00006,0,1.7,XTS
CC3I-GT-G00006,1.7,10.2,IF
CC3I-GT-G00006,10.2,11.7,XTS
CC3I-GT-G00006,11.7,38.4,IF
CC3I-GT-G00006,38.4,58.1,IC
CC3I-GT-G00005,0,27.5,IC
CC3I-GT-G00005,27.5,33.2,IC
CC3I-GT-G00005,33.2,35.35,XTS
CC3I-GT-G00005,35.35,44,HC
CC3I-GT-G00005,44,59.3,IF
CC3I-GT-G00005,59.3,72.5,HC
CC3I-GT-G00004,0,2.2,IC
CC3I-GT-G00004,2.2,76.7,IC
CC3I-GT-G00003,73.55,89.25,IC
CC3I-GT-G00002,0,1.7,IF
CC3I-GT-G00002,1.7,3.75,IS
CC3I-GT-G00002,99.55,102.85,IC
CC3I-GT-G00002,102.85,122.7,IC
CC3I-GT-G00001,0,1.85,IF
CC3I-GT-G00001,1.85,150,IF
CC3I-GT-D00093,0,34.95,QZF
CC3I-GT-D00093,34.95,55.7,QFF
CC3I-GT-D00093,55.7,70.2,IF
CC3I-GT-D00093,78.2,88.85,IF
CC3I-GT-D00093,127.25,139.35,IC
CC3I-GT-D00093,144.9,154.3,IC
CC3I-GT-D00093,193.15,200.95,IF
CC3I-GT-D00093,200.95,214.3,IC
CC3I-GT-D00093,267.55,279.7,HMNF
CC3I-GT-D00093,279.7,287.7,IMNF
CC3I-GT-D00093,300.55,307.8,IMNF
CC3I-GT-D00093,328.05,345.45,HMNC
CC3I-GT-D00093,345.45,352.25,IMNF
CC3I-GT-D00093,352.25,376.65,HMNF
CC3I-GT-D00093,376.65,383.85,FLF
CC3I-GT-D00093,383.85,387.3,FGC
CC3I-GT-D00093,387.3,391.4,DOC
CC3I-GT-D00093,418.75,420.6,FGF
CC3I-GT-D00093,420.6,426.55,FGC
CC3I-GT-D00093,426.55,428.25,FGF
CC3I-GT-D00093,443.6,446.75,FGF
CC3I-GT-D00093,446.75,456.8,FGC
CC3I-GT-D00090,29.1,41.35,IMNF
CC3I-GT-D00090,41.35,48.75,IMNF
CC3I-GT-D00090,48.75,57.8,IMNF
CC3I-GT-D00090,57.8,68.6,IF
CC3I-GT-D00090,68.6,74.7,IMNF
CC3I-GT-D00090,100.15,103.8,INF
CC3I-GT-D00090,115.05,129.3,TXF
CC3I-GT-D00090,129.3,132.15,ICTF
CC3I-GT-D00090,132.15,135.1,TXF
CC3I-GT-D00090,135.1,140.55,ICTF
CC3I-GT-D00090,218,222.35,QXS
CC3I-GT-D00090,222.35,225.5,QXF
CC3I-GT-D00090,227.25,237.8,QFF
CC3I-GT-D00090,247.45,250,MNS
CC3I-GT-D00090,257.95,263.45,QZS
CC3I-GT-D00090,271.85,274.95,TXF
CC3I-GT-D00090,274.95,283.8,QFF
CC3I-GT-D00090,283.8,285.85,MNS
CC3I-GT-D00090,299.5,310.5,SXF
CC3I-GT-D00090,310.5,312.15,QFC
CC3I-GT-D00090,330.95,350.7,HMNF
CC3I-GT-D00090,424.2,459.5,HF
CC3I-GT-D00090,474.7,492.95,HP
CC3I-GT-D00090,492.95,502.35,HF
CC3I-GT-D00090,526.7,532.5,HMNF
CC3I-GT-D00090,568.5,573.5,HDOC
CC3I-GT-D00090,600,601.6,QZC
CC3I-GT-D00090,601.6,605.4,ICTS
CC3I-GT-D00090,605.4,608.9,CXC
CC3I-GT-D00090,629.75,633.35,ICTC
CC3I-GT-D00090,633.35,645.2,XTC
CC3I-GT-D00090,645.2,653,IDOC
CC3I-GT-D00090,653,654.3,XTC
CC3I-GT-D00089,0,20.45,FLF
CC3I-GT-D00089,20.45,21.95,SR
CC3I-GT-D00089,21.95,179.55,FLF
CC3I-GT-D00089,179.55,181.45,VQ
CC3I-GT-D00089,181.45,187.9,XTC
CC3I-GT-D00089,187.9,197.15,DOC
CC3I-GT-D00089,197.15,210,FLC
CC3I-GT-D00088,0,1.2,AT
CC3I-GT-D00088,1.2,39.45,QZF
CC3I-GT-D00088,39.45,45.1,XTF
CC3I-GT-D00088,45.1,53.75,QFF
CC3I-GT-D00088,83.8,97,HC
CC3I-GT-D00088,97,102.7,IF
CC3I-GT-D00088,102.7,112.55,HF
CC3I-GT-D00088,112.55,124.8,IF
CC3I-GT-D00088,135.8,142.8,IF
CC3I-GT-D00088,142.8,148.8,IP
CC3I-GT-D00088,148.8,150.8,SR
CC3I-GT-D00088,150.8,155.8,IF
CC3I-GT-D00088,163.6,171.7,INF
CC3I-GT-D00088,208.75,215.25,IC
CC3I-GT-D00088,236.95,242.95,IF
CC3I-GT-D00088,242.95,252.55,IF
CC3I-GT-D00088,282.85,313.75,FLF
CC3I-GT-D00088,342.85,361.35,FLF
CC3I-GT-D00088,379,398.05,XTC
CC3I-GT-D00088,398.05,404.75,FGC
CC3I-GT-D00088,459.1,468.95,XTC
CC3I-GT-D00088,468.95,478.35,FDC
CC3I-GT-D00088,478.35,482.25,IDOC
CC3I-GT-D00088,482.25,486.2,XTC
CC3I-GT-D00088,486.2,497.05,IDOC
CC3I-GT-D00088,551.8,554.7,FGC
CC3I-GT-D00088,554.7,563,GNC
CC3I-GT-D00088,563,565.05,XTC
CC3I-GT-D00086,0,0.6,IF
CC3I-GT-D00086,0.6,5.8,IC
CC3I-GT-D00086,5.8,11.35,HC
CC3I-GT-D00086,47.9,53.65,FLF
CC3I-GT-D00086,165.25,168.15,QXS
CC3I-GT-D00086,168.15,170.85,QXC
CC3I-GT-D00086,170.85,174.45,FLC
CC3I-GT-D00086,174.45,177.1,FLS
CC3I-GT-D00086,177.1,185.9,FLC
CC3I-GT-D00086,185.9,189.65,QZF
CC3I-GT-D00086,189.65,194.45,FGC
CC3I-GT-D00082,0,4.9,AT
CC3I-GT-D00082,41.2,49.5,HC
CC3I-GT-D00082,66.6,72.25,HC
CC3I-GT-D00082,80.05,87,HC
CC3I-GT-D00082,108.05,115.1,FLC
CC3I-GT-D00082,115.1,122.45,FLC
CC3I-GT-D00082,122.45,128.25,XTF
CC3I-GT-D00073,0,9.05,AT
CC3I-GT-D00073,9.05,40,IF
CC3I-GT-D00073,54.85,56.45,VQ
CC3I-GT-D00073,56.45,61.05,IC
CC3I-GT-D00073,61.05,96.45,QFS
CC3I-GT-D00073,96.45,114.55,QZF
CC3I-GT-D00073,114.55,121,QZS
CC3I-GT-D00073,121,132.35,QZF
CC3I-GT-D00073,132.35,133.85,SR
CC3I-GT-D00073,133.85,147.3,TXF
CC3I-GT-D00073,147.3,150.35,VQ
CC3I-GT-D00073,150.35,153.4,XTF
CC3I-GT-D00073,153.4,167.85,QFF
CC3I-GT-D00073,167.85,202.4,IF
CC3I-GT-D00073,202.4,214.95,IF
CC3I-GT-D00073,214.95,225.85,INF
CC3I-GT-D00073,225.85,247.2,IF
CC3I-GT-D00073,247.2,279,HF
CC3I-GT-D00073,279,289.2,IF
CC3I-GT-D00073,289.2,349.95,HMNF
CC3I-GT-D00073,349.95,377.15,HF
CC3I-GT-D00073,377.15,395.55,HMNF
CC3I-GT-D00073,395.55,406.55,HC
CC3I-GT-D00073,406.55,411.95,IDOC
CC3I-GT-D00073,411.95,417.3,SR
CC3I-GT-D00073,417.3,424.35,CXC
CC3I-GT-D00073,424.35,429.55,FDC
CC3I-GT-D00073,429.55,438.7,FDF
CC3I-GT-D00071,0,6.25,AT
CC3I-GT-D00071,77.5,91.9,XTS
CC3I-GT-D00071,91.9,119.05,XTC
CC3I-GT-D00070,0,17.2,AT
CC3I-GT-D00070,17.2,22.15,FLF
CC3I-GT-D00070,341.25,346.8,XGS
CC3I-GT-D00069,0,9.9,AT
CC3I-GT-D00069,9.9,41,XTF
CC3I-GT-D00069,41,60.05,CXC
CC3I-GT-D00069,60.05,62.85,VQ
CC3I-GT-D00068,0,14,AT
CC3I-GT-D00068,14,43.45,XTF
CC3I-GT-D00067,0,3.2,AT
CC3I-GT-D00067,3.2,19.3,XTF
CC3I-GT-D00067,19.3,26.9,ICTF
CC3I-GT-D00067,26.9,36.9,XTF
CC3I-GT-D00067,76.3,85,FDC
CC3I-GT-D00067,85,93.5,XGC
CC3I-GT-D00067,93.5,100.9,CXC
CC3I-GT-D00067,100.9,109.1,INC
CC3I-GT-D00067,109.1,119.6,XTC
CC3I-GT-D00067,119.6,123.75,FDC
CC3I-GT-D00066,0,0.7,AT
CC3I-GT-D00066,0.7,71.7,XTF
CC3I-GT-D00066,170.7,176.2,INC
CC3I-GT-D00066,176.2,180.15,XTC
CC3I-GT-D00065,0,3.15,AT
CC3I-GT-D00065,34.7,36.65,XTS
CC3I-GT-D00065,36.65,39.95,XTF
CC3I-GT-D00065,39.95,42.15,XTS
CC3I-GT-D00065,42.15,45.8,XTF
CC3I-GT-D00065,96.65,99.05,VQ
CC3I-GT-D00065,99.05,101.45,XTF
CC3I-GT-D00065,115.05,130,CXC
CC3I-GT-D00064,0,2,AT
CC3I-GT-D00064,2,36.75,XTF
CC3I-GT-D00064,36.75,57.2,ICTF
CC3I-GT-D00064,245.85,256.3,XTC
CC3I-GT-D00064,256.3,259.3,CHC
CC3I-GT-D00064,259.3,267.9,XTC
CC3I-GT-D00064,267.9,275,CHC
CC3I-GT-D00064,302.3,305.65,QXC
CC3I-GT-D00064,305.65,327.05,XTC
CC3I-GT-D00064,327.05,329.2,INC
CC3I-GT-D00064,329.2,334.4,QXC
CC3I-GT-D00064,334.4,337.9,INC
CC3I-GT-D00064,337.9,347.3,XTC
CC3I-GT-D00064,347.3,358,CXC
CC3I-GT-D00063,0,3.35,XTF
CC3I-GT-D00063,3.35,9.1,XTS
CC3I-GT-D00063,19.3,27.1,XTF
CC3I-GT-D00063,27.1,37.65,XTF
CC3I-GT-D00063,37.65,40.45,XTS
CC3I-GT-D00063,40.45,45.95,XTF
CC3I-GT-D00063,61.8,64.55,XTC
CC3I-GT-D00063,73.05,75.4,XTS
CC3I-GT-D00063,75.4,80.3,XTF
CC3I-GT-D00063,141.4,142.65,INC
CC3I-GT-D00063,142.65,145.1,XTC
CC3I-GT-D00062,0,11,IF
CC3I-GT-D00062,11,21,HF
CC3I-GT-D00062,21,27.05,IF
CC3I-GT-D00062,27.05,30.9,INF
CC3I-GT-D00062,30.9,40.9,HF
CC3I-GT-D00062,40.9,84.5,IF
CC3I-GT-D00058,0,3.35,AT
CC3I-GT-D00058,3.35,10.5,IF
CC3I-GT-D00058,352.95,359.65,INF
CC3I-GT-D00057,0,0.5,AT
CC3I-GT-D00057,0.5,12.1,FLF
CC3I-GT-D00057,131.05,153.05,FLF
CC3I-GT-D00057,153.05,163.05,XTF
CC3I-GT-D00057,163.05,206.5,QFF
CC3I-GT-D00057,206.5,246.15,FLF
CC3I-GT-D00057,293.75,299.15,ICTC
CC3I-GT-D00057,299.15,305,HCTC
CC3I-GT-D00057,305,310.2,IC
CC3I-GT-D00057,358.75,363.6,FLS
CC3I-GT-D00056,101.85,111.3,HC
CC3I-GT-D00056,111.3,116.35,IC
CC3I-GT-D00056,116.35,124.75,HC
CC3I-GT-D00056,124.75,194.5,IC
CC3I-GT-D00056,194.5,200.5,IDOC
CC3I-GT-D00056,204,206.5,FLC
CC3I-GT-D00056,206.5,213.35,CXC
CC3I-GT-D00056,213.35,216.05,ICTC
CC3I-GT-D00056,216.05,223.4,CHC
CC3I-GT-D00056,230,232,IDOC
CC3I-GT-D00056,232,236.7,DOC
CC3I-GT-D00056,236.7,242.1,FDC
CC3I-GT-D00056,242.1,245.9,ICTC
CC3I-GT-D00056,245.9,250,DOC
CC3I-GT-D00056,250,271,FDC
CC3I-GT-D00056,271,277.9,ICTC
CC3I-GT-D00056,277.9,284.65,INC
CC3I-GT-D00056,284.65,291.75,FDC
CC3I-GT-D00056,291.75,310.65,CXC
CC3I-GT-D00056,310.65,316.6,DOS
CC3I-GT-D00056,316.6,325,XTC
CC3I-GT-D00056,325,372.35,CXC
CC3I-GT-D00055,0,123.2,XTF
CC3I-GT-D00055,123.2,199.4,FLF
CC3I-GT-D00055,199.4,201.9,ICTF
CC3I-GT-D00055,201.9,203.5,SR
CC3I-GT-D00055,262.95,271.05,INF
CC3I-GT-D00055,296.2,330.7,XTC
CC3I-GT-D00055,330.7,333.3,XTS
CC3I-GT-D00055,333.3,337.9,XTC
CC3I-GT-D00055,337.9,370,IDOC
CC3I-GT-D00054,0,5.5,AT
CC3I-GT-D00054,237.3,240.05,XTS
CC3I-GT-D00054,240.05,269.15,FLF
CC3I-GT-D00054,269.15,315.5,FLF
CC3I-GT-D00054,315.5,322.55,FLS
CC3I-GT-D00053,0,1.05,AT
CC3I-GT-D00053,1.05,24.75,FLF
CC3I-GT-D00053,24.75,26.85,SR
CC3I-GT-D00053,26.85,31.1,FLF
CC3I-GT-D00053,31.1,200.9,XTF
CC3I-GT-D00053,239.65,254.05,XTF
CC3I-GT-D00053,254.05,278.6,FLF
CC3I-GT-D00053,278.6,286.75,FLS
CC3I-GT-D00047,14.2,19.6,IF
CC3I-GT-D00047,19.6,25.8,IC
CC3I-GT-D00047,81.95,88.2,IS
CC3I-GT-D00047,88.2,101.8,IF
CC3I-GT-D00047,152.55,161.7,IF
CC3I-GT-D00047,307.45,314.05,IDOC
CC3I-GT-D00047,314.05,318.1,FDC
CC3I-GT-D00047,318.1,329,IDOC
